"split","sample_id","state","county","centroid","correlation","days_between","path"
"train","NA5120_E1635N0477__m_3009653_se_14_060_20200611","Texas","Washington","POINT (-96.394923 30.178308)","0.9321426607409454","1","data/train/NA5120_E1635N0477__m_3009653_se_14_060_20200611.npz"
"train","NA5120_E1638N0534__m_3209615_nw_14_060_20220705","Texas","Kaufman","POINT (-96.196304 32.807938)","0.8808355031072312","0","data/train/NA5120_E1638N0534__m_3209615_nw_14_060_20220705.npz"
"train","NA5120_E1639N0603__m_3509608_nw_14_060_20210823","Oklahoma","Creek","POINT (-96.082164 35.991276)","0.90769716842531","-1","data/train/NA5120_E1639N0603__m_3509608_nw_14_060_20210823.npz"
"train","NA5120_E1640N0593__m_3509632_se_14_060_20190904","Oklahoma","Okmulgee","POINT (-96.035729 35.529076)","0.8823906961802329","0","data/train/NA5120_E1640N0593__m_3509632_se_14_060_20190904.npz"
"train","NA5120_E1643N0610__m_3609542_nw_15_060_20210825","Oklahoma","Tulsa","POINT (-95.85042 36.310582)","0.8838644278455248","1","data/train/NA5120_E1643N0610__m_3609542_nw_15_060_20210825.npz"
"train","NA5120_E1650N0617__m_3609521_sw_15_060_20210825","Oklahoma","Nowata","POINT (-95.446884 36.625808)","0.91192355101954","1","data/train/NA5120_E1650N0617__m_3609521_sw_15_060_20210825.npz"
"train","NA5120_E1651N0474__m_3009560_sw_15_060_20220913","Texas","Harris","POINT (-95.568195 30.025895)","0.8820745291053926","0","data/train/NA5120_E1651N0474__m_3009560_sw_15_060_20220913.npz"
"train","NA5120_E1675N0535__m_3209415_nw_15_060_20201112","Texas","Marion","POINT (-94.21038 32.80487)","0.8957395718342079","0","data/train/NA5120_E1675N0535__m_3209415_nw_15_060_20201112.npz"
"val","NA5120_E1190N0729__m_3812228_nw_10_060_20220524","California","Napa","POINT (-122.591262 38.597021)","0.9017874590425128","0","data/val/NA5120_E1190N0729__m_3812228_nw_10_060_20220524.npz"
"val","NA5120_E1191N0714__m_3712206_ne_10_060_20220518","California","Contra Costa","POINT (-122.279474 37.963735)","0.9098411342863604","-1","data/val/NA5120_E1191N0714__m_3712206_ne_10_060_20220518.npz"
"val","NA5120_E1205N0770__m_4012229_nw_10_060_20200713","California","Shasta","POINT (-122.476119 40.586188)","0.9377138833024438","0","data/val/NA5120_E1205N0770__m_4012229_nw_10_060_20200713.npz"
"val","NA5120_E1206N0632__m_3412031_nw_10_060_20200522","California","Santa Barbara","POINT (-120.198583 34.601526)","0.8992489562424409","1","data/val/NA5120_E1206N0632__m_3412031_nw_10_060_20200522.npz"
"val","NA5120_E1208N0715__m_3812146_sw_10_060_20200617","California","Sacramento","POINT (-121.358156 38.248857)","0.9040582767278904","-1","data/val/NA5120_E1208N0715__m_3812146_sw_10_060_20200617.npz"
"val","NA5120_E1210N0656__m_3512022_nw_10_060_20200526","California","San Luis Obispo","POINT (-120.33291 35.704357)","0.8700980119327444","0","data/val/NA5120_E1210N0656__m_3512022_nw_10_060_20200526.npz"
"val","NA5120_E1216N0711__m_3812050_nw_10_060_20200617","California","Calaveras","POINT (-120.850067 38.185462)","0.8692058654357969","-1","data/val/NA5120_E1216N0711__m_3812050_nw_10_060_20200617.npz"
"val","NA5120_E1218N0637__m_3411903_ne_11_060_20200521","California","San Luis Obispo","POINT (-119.632215 34.976012)","0.9541392437336652","0","data/val/NA5120_E1218N0637__m_3411903_ne_11_060_20200521.npz"
"val","NA5120_E1222N0639__m_3511961_nw_11_060_20200521","California","Kern","POINT (-119.446857 35.11481)","0.931140738760983","0","data/val/NA5120_E1222N0639__m_3511961_nw_11_060_20200521.npz"
"val","NA5120_E1228N0722__m_3812014_nw_10_060_20220722","California","El Dorado","POINT (-120.356813 38.827744)","0.8836944678842756","-1","data/val/NA5120_E1228N0722__m_3812014_nw_10_060_20220722.npz"
"val","NA5120_E1247N0690__m_3711818_sw_11_060_20200804","California","Mono","POINT (-118.811352 37.671615)","0.9373626937506682","0","data/val/NA5120_E1247N0690__m_3711818_sw_11_060_20200804.npz"
"val","NA5120_E1251N0577__m_3211723_ne_11_060_20200520","California","San Diego","POINT (-117.119978 32.722431)","0.920456531271568","0","data/val/NA5120_E1251N0577__m_3211723_ne_11_060_20200520.npz"
"val","NA5120_E1251N0594__m_3311738_nw_11_060_20200423","California","Riverside","POINT (-117.323255 33.477167)","0.8963481645113766","0","data/val/NA5120_E1251N0594__m_3311738_nw_11_060_20200423.npz"
"val","NA5120_E1252N0596__m_3311730_ne_11_060_20200423","California","Riverside","POINT (-117.294877 33.577311)","0.9038311559956568","0","data/val/NA5120_E1252N0596__m_3311730_ne_11_060_20200423.npz"
"val","NA5120_E1252N0602__m_3311713_ne_11_060_20220512","California","Riverside","POINT (-117.368105 33.843494)","0.900801113298256","-1","data/val/NA5120_E1252N0602__m_3311713_ne_11_060_20220512.npz"
"val","NA5120_E1252N0615__m_3411736_se_11_060_20200621","California","San Bernardino","POINT (-117.529354 34.419833)","0.9141799335207104","-1","data/val/NA5120_E1252N0615__m_3411736_se_11_060_20200621.npz"
"val","NA5120_E1255N0578__m_3211609_ne_11_060_20200425","California","San Diego","POINT (-116.922983 32.811656)","0.9415914781963322","0","data/val/NA5120_E1255N0578__m_3211609_ne_11_060_20200425.npz"
"val","NA5120_E1259N0572__m_3211627_ne_11_060_20200415","California","San Diego","POINT (-116.644787 32.589004)","0.9468571852111772","0","data/val/NA5120_E1259N0572__m_3211627_ne_11_060_20200415.npz"
"val","NA5120_E1259N0602__m_3311708_se_11_060_20200422","California","Riverside","POINT (-116.997713 33.92293)","0.8874791916822089","-1","data/val/NA5120_E1259N0602__m_3311708_se_11_060_20200422.npz"
"val","NA5120_E1260N0598__m_3311609_se_11_060_20220506","California","Riverside","POINT (-116.896751 33.756423)","0.91895595141794","1","data/val/NA5120_E1260N0598__m_3311609_se_11_060_20220506.npz"
